id,age,bp,sg,al,su,rbc,pc,pcc,ba,bgr,bu,sc,sod,pot,hemo,pcv,wc,rc,htn,dm,cad,appet,pe,ane,classification,smoker,ckd_stage,username,email,password,phone_number
342,44.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,95.0,46.0,0.5,138.0,4.2,15.0,50.0,7700.0,6.3,no,no,no,good,no,no,notckd,no,Stage 1-2,user343,user343@example.com,password123,+639465040527
343,37.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,111.0,35.0,0.8,135.0,4.1,16.2,50.0,5500.0,5.7,no,no,no,good,no,no,notckd,no,Stage 1-2,user344,user344@example.com,password123,+639383015813
344,64.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,106.0,27.0,0.7,150.0,3.3,14.4,42.0,8100.0,4.7,no,no,no,good,no,no,notckd,no,Stage 1-2,user345,user345@example.com,password123,+639414078877
345,22.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,97.0,18.0,1.2,138.0,4.3,13.5,42.0,7900.0,6.4,no,no,no,good,no,no,notckd,no,Stage 3,user346,user346@example.com,password123,+639910865194
346,33.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,130.0,41.0,0.9,141.0,4.4,15.5,52.0,4300.0,5.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user347,user347@example.com,password123,+639101801077
347,43.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,108.0,25.0,1.0,144.0,5.0,17.8,43.0,7200.0,5.5,no,no,no,good,no,no,notckd,yes,Stage 1-2,user348,user348@example.com,password123,+639214555065
348,38.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,99.0,19.0,0.5,147.0,3.5,13.6,44.0,7300.0,6.4,no,no,no,good,no,no,notckd,yes,Stage 1-2,user349,user349@example.com,password123,+639963682601
349,35.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,82.0,36.0,1.1,150.0,3.5,14.5,52.0,9400.0,6.1,no,no,no,good,no,no,notckd,no,Stage 1-2,user350,user350@example.com,password123,+639438844311
350,65.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,85.0,20.0,1.0,142.0,4.8,16.1,43.0,9600.0,4.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user351,user351@example.com,password123,+639448511444
351,29.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,83.0,49.0,0.9,139.0,3.3,17.5,40.0,9900.0,4.7,no,no,no,good,no,no,notckd,yes,Stage 1-2,user352,user352@example.com,password123,+639559744188
352,37.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,109.0,47.0,1.1,141.0,4.9,15.0,48.0,7000.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user353,user353@example.com,password123,+639761931803
353,39.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,86.0,37.0,0.6,150.0,5.0,13.6,51.0,5800.0,4.5,no,no,no,good,no,no,notckd,yes,Stage 1-2,user354,user354@example.com,password123,+639470184726
354,32.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,102.0,17.0,0.4,147.0,4.7,14.6,41.0,6800.0,5.1,no,no,no,good,no,no,notckd,no,Stage 1-2,user355,user355@example.com,password123,+639335482544
355,23.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,95.0,24.0,0.8,145.0,5.0,15.0,52.0,6300.0,4.6,no,no,no,good,no,no,notckd,yes,Stage 1-2,user356,user356@example.com,password123,+639374317577
356,34.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,87.0,38.0,0.5,144.0,4.8,17.1,47.0,7400.0,6.1,no,no,no,good,no,no,notckd,no,Stage 1-2,user357,user357@example.com,password123,+639664575859
357,66.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,107.0,16.0,1.1,140.0,3.6,13.6,42.0,11000.0,4.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user358,user358@example.com,password123,+639605878141
358,47.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,117.0,22.0,1.2,138.0,3.5,13.0,45.0,5200.0,5.6,no,no,no,good,no,no,notckd,no,Stage 3,user359,user359@example.com,password123,+639487871622
359,74.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,88.0,50.0,0.6,147.0,3.7,17.2,53.0,6000.0,4.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user360,user360@example.com,password123,+639492220294
360,35.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,105.0,39.0,0.5,135.0,3.9,14.7,43.0,5800.0,6.2,no,no,no,good,no,no,notckd,yes,Stage 1-2,user361,user361@example.com,password123,+639114870574
361,29.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,70.0,16.0,0.7,138.0,3.5,13.7,54.0,5400.0,5.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user362,user362@example.com,password123,+639113194925
362,33.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,89.0,19.0,1.1,144.0,5.0,15.0,40.0,10300.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user363,user363@example.com,password123,+639733178750
363,67.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,99.0,40.0,0.5,138.0,4.4,17.8,44.0,5900.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user364,user364@example.com,password123,+639150960879
364,73.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,118.0,44.0,0.7,137.0,3.5,14.8,45.0,9300.0,4.7,no,no,no,good,no,no,notckd,no,Stage 1-2,user365,user365@example.com,password123,+639574904895
365,24.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,93.0,46.0,1.0,145.0,3.5,12.65,40.0,10700.0,6.3,no,no,no,good,no,no,notckd,no,Stage 1-2,user366,user366@example.com,password123,+639141585934
366,60.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,81.0,15.0,0.5,141.0,3.6,15.0,46.0,10500.0,5.3,no,no,no,good,no,no,notckd,no,Stage 1-2,user367,user367@example.com,password123,+639780923165
367,68.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,125.0,41.0,1.1,139.0,3.8,17.4,50.0,6700.0,6.1,no,no,no,good,no,no,notckd,no,Stage 1-2,user368,user368@example.com,password123,+639654838329
368,30.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,82.0,42.0,0.7,146.0,5.0,14.9,45.0,9400.0,5.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user369,user369@example.com,password123,+639154283354
369,75.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,107.0,48.0,0.8,144.0,3.5,13.6,46.0,10300.0,4.8,no,no,no,good,no,no,notckd,yes,Stage 1-2,user370,user370@example.com,password123,+639626935572
370,69.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,83.0,42.0,1.2,139.0,3.7,16.2,50.0,9300.0,5.4,no,no,no,good,no,no,notckd,no,Stage 3,user371,user371@example.com,password123,+639119416123
371,28.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,79.0,50.0,0.5,145.0,5.0,17.6,51.0,6500.0,5.0,no,no,no,good,no,no,notckd,no,Stage 1-2,user372,user372@example.com,password123,+639926808637
372,72.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,109.0,26.0,0.9,150.0,4.9,15.0,52.0,10500.0,5.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user373,user373@example.com,password123,+639282123245
373,61.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,133.0,38.0,1.0,142.0,3.6,13.7,47.0,9200.0,4.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user374,user374@example.com,password123,+639666901819
374,79.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,111.0,44.0,1.2,146.0,3.6,16.3,40.0,8000.0,6.4,no,no,no,good,no,no,notckd,no,Stage 3,user375,user375@example.com,password123,+639342033889
375,70.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,74.0,41.0,0.5,143.0,4.5,15.1,48.0,9700.0,5.6,no,no,no,good,no,no,notckd,no,Stage 1-2,user376,user376@example.com,password123,+639872030370
376,58.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,88.0,16.0,1.1,147.0,3.5,16.4,53.0,9100.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user377,user377@example.com,password123,+639961772991
377,64.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,97.0,27.0,0.7,145.0,4.8,13.8,49.0,6400.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user378,user378@example.com,password123,+639336169980
378,71.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,121.0,42.0,0.9,140.0,4.8,15.2,42.0,7700.0,5.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user379,user379@example.com,password123,+639897421756
379,62.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,78.0,45.0,0.6,138.0,3.5,16.1,50.0,5400.0,5.7,no,no,no,good,no,no,notckd,no,Stage 1-2,user380,user380@example.com,password123,+639892404683
380,59.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,113.0,23.0,1.1,139.0,3.5,15.3,54.0,6500.0,4.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user381,user381@example.com,password123,+639384706493
381,71.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,79.0,47.0,0.5,142.0,4.8,16.6,40.0,5800.0,5.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user382,user382@example.com,password123,+639149039064
382,48.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,75.0,22.0,0.8,137.0,5.0,16.8,51.0,6000.0,6.5,no,no,no,good,no,no,notckd,yes,Stage 1-2,user383,user383@example.com,password123,+639667102464
383,80.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,119.0,46.0,0.7,141.0,4.9,13.9,49.0,5100.0,5.0,no,no,no,good,no,no,notckd,no,Stage 1-2,user384,user384@example.com,password123,+639910355171
384,57.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,132.0,18.0,1.1,150.0,4.7,15.4,42.0,11000.0,4.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user385,user385@example.com,password123,+639305135791
385,63.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,113.0,25.0,0.6,146.0,4.9,16.5,52.0,8000.0,5.1,no,no,no,good,no,no,notckd,yes,Stage 1-2,user386,user386@example.com,password123,+639480599506
386,46.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,100.0,47.0,0.5,142.0,3.5,16.4,43.0,5700.0,6.5,no,no,no,good,no,no,notckd,yes,Stage 1-2,user387,user387@example.com,password123,+639837494015
387,15.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,93.0,17.0,0.9,136.0,3.9,16.7,50.0,6200.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user388,user388@example.com,password123,+639615294366
388,51.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,94.0,15.0,1.2,144.0,3.7,15.5,46.0,9500.0,6.4,no,no,no,good,no,no,notckd,yes,Stage 3,user389,user389@example.com,password123,+639316852765
389,41.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,112.0,48.0,0.7,140.0,5.0,17.0,52.0,7200.0,5.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user390,user390@example.com,password123,+639938975913
390,52.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,99.0,25.0,0.8,135.0,3.7,15.0,52.0,6300.0,5.3,no,no,no,good,no,no,notckd,no,Stage 1-2,user391,user391@example.com,password123,+639721021839
391,36.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,85.0,16.0,1.1,142.0,4.1,15.6,44.0,5800.0,6.3,no,no,no,good,no,no,notckd,no,Stage 1-2,user392,user392@example.com,password123,+639969814508
392,57.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,133.0,48.0,1.2,147.0,4.3,14.8,46.0,6600.0,5.5,no,no,no,good,no,no,notckd,yes,Stage 3,user393,user393@example.com,password123,+639299951460
393,43.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,117.0,45.0,0.7,141.0,4.4,13.0,54.0,7400.0,5.4,no,no,no,good,no,no,notckd,no,Stage 1-2,user394,user394@example.com,password123,+639710519583
394,50.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,137.0,46.0,0.8,139.0,5.0,14.1,45.0,9500.0,4.6,no,no,no,good,no,no,notckd,no,Stage 1-2,user395,user395@example.com,password123,+639499954871
395,55.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,140.0,49.0,0.5,150.0,4.9,15.7,47.0,6700.0,4.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user396,user396@example.com,password123,+639616416047
396,42.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,75.0,31.0,1.2,141.0,3.5,16.5,54.0,7800.0,6.2,no,no,no,good,no,no,notckd,yes,Stage 3,user397,user397@example.com,password123,+639258580002
397,12.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,100.0,26.0,0.6,137.0,4.4,15.8,49.0,6600.0,5.4,no,no,no,good,no,no,notckd,yes,Stage 1-2,user398,user398@example.com,password123,+639194230826
398,17.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,114.0,50.0,1.0,135.0,4.9,14.2,51.0,7200.0,5.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user399,user399@example.com,password123,+639481284545
399,58.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,131.0,18.0,1.1,141.0,3.5,15.8,53.0,6800.0,6.1,no,no,no,good,no,no,notckd,no,Stage 1-2,user400,user400@example.com,password123,+639918938916
